"chromosome"	"transcript_start"	"transcript_end"	"name"
3	26782715	26783110	LOC_Os03g47350
3	26784901	26788678	LOC_Os03g47360
3	26789903	26791259	LOC_Os03g47370
3	26794328	26795567	LOC_Os03g47380
3	26798388	26798669	LOC_Os03g47390
3	26808989	26810531	LOC_Os03g47420
3	26812356	26812718	LOC_Os03g47430
3	26815687	26816515	LOC_Os03g47440
3	26817445	26822034	LOC_Os03g47460
3	26830503	26832107	LOC_Os03g47470
3	26857597	26858751	LOC_Os03g47480
3	26859553	26861976	LOC_Os03g47490
3	26862962	26865013	LOC_Os03g47500
3	26868542	26872519	LOC_Os03g47510
3	26878142	26879719	LOC_Os03g47530
3	26882047	26885258	LOC_Os03g47540
3	26885725	26888295	LOC_Os03g47550
3	26898279	26899526	LOC_Os03g47564
3	26903523	26903834	LOC_Os03g47574
3	26916173	26924643	LOC_Os03g47580
3	26925646	26926389	LOC_Os03g47584
3	26952048	26959200	LOC_Os03g47610
3	26960892	26961490	LOC_Os03g47614
3	26962705	26970219	LOC_Os03g47620
3	26971806	26972030	LOC_Os03g47629
3	26978604	26986076	LOC_Os03g47640
3	26988322	26995548	LOC_Os03g47650
3	27044112	27050075	LOC_Os03g47720
3	27050993	27053998	LOC_Os03g47730
3	27057031	27063684	LOC_Os03g47740
3	27081160	27082039	LOC_Os03g47749
3	27088827	27098348	LOC_Os03g47754
3	27100452	27110849	LOC_Os03g47760
3	27111441	27116532	LOC_Os03g47770
3	27120029	27123813	LOC_Os03g47780
3	27134165	27138727	LOC_Os03g47800
3	27139467	27140033	LOC_Os03g47804
3	27142154	27145616	LOC_Os03g47810
3	27153482	27161458	LOC_Os03g47820
3	27165389	27177930	LOC_Os03g47830
3	27204016	27204618	LOC_Os03g47850
3	27208712	27210100	LOC_Os03g47860
3	27226248	27227285	LOC_Os03g47896
3	27228280	27229275	LOC_Os03g47902
3	27232801	27233902	LOC_Os03g47910
3	27235335	27239011	LOC_Os03g47920
3	27238437	27250968	LOC_Os03g47930
3	27251938	27256569	LOC_Os03g47940
3	27257668	27263489	LOC_Os03g47949
3	27265560	27268578	LOC_Os03g47960
3	27269705	27274117	LOC_Os03g47970
3	27276383	27282274	LOC_Os03g47980
3	27283074	27286338	LOC_Os03g47990
3	27287853	27294506	LOC_Os03g48000
3	27297348	27300664	LOC_Os03g48010
3	27302095	27303993	LOC_Os03g48020
3	27300727	27303151	LOC_Os03g48030
3	27309857	27312904	LOC_Os03g48040
3	27314273	27316175	LOC_Os03g48050
3	27334203	27337910	LOC_Os03g48060
3	27339827	27340254	LOC_Os03g48070
3	27343286	27346711	LOC_Os03g48080
3	27347078	27351216	LOC_Os03g48090
3	27363047	27364553	LOC_Os03g48104
3	27364958	27365242	LOC_Os03g48110
3	27370119	27370836	LOC_Os03g48120
3	27374835	27387230	LOC_Os03g48140
3	27395040	27397742	LOC_Os03g48150
3	27403359	27405535	LOC_Os03g48160
3	27408274	27413242	LOC_Os03g48170
3	27413470	27418777	LOC_Os03g48180
3	27431824	27436602	LOC_Os03g48190
3	27440911	27441804	LOC_Os03g48200
3	27444571	27445773	LOC_Os03g48220
3	27447672	27448399	LOC_Os03g48225
3	27448809	27449258	LOC_Os03g48230
3	27450218	27451194	LOC_Os03g48235
3	27454539	27455534	LOC_Os03g48250
3	27458284	27463570	LOC_Os03g48260
3	27467403	27472759	LOC_Os03g48270
3	27473734	27474424	LOC_Os03g48280
3	27487158	27503964	LOC_Os03g48300
3	27510164	27517321	LOC_Os03g48310
3	27517616	27521492	LOC_Os03g48320
3	27536734	27543081	LOC_Os03g48370
3	27546111	27550077	LOC_Os03g48380
3	27552157	27554236	LOC_Os03g48390
3	27554521	27557065	LOC_Os03g48400
3	27567705	27568615	LOC_Os03g48410
3	27580909	27582212	LOC_Os03g48430
3	27583885	27587124	LOC_Os03g48440
3	27587719	27592832	LOC_Os03g48450
3	27612176	27613959	LOC_Os03g48471
3	27644551	27647533	LOC_Os03g48480
3	27652240	27659735	LOC_Os03g48490
3	27662425	27663177	LOC_Os03g48520
3	27668897	27674658	LOC_Os03g48540
3	27678462	27681754	LOC_Os03g48560
3	27691450	27693150	LOC_Os03g48570
3	27701367	27702502	LOC_Os03g48580
3	27703123	27704635	LOC_Os03g48590
3	27705346	27710498	LOC_Os03g48600
3	27715478	27720176	LOC_Os03g48610
3	27723754	27729054	LOC_Os03g48626
3	27730573	27731871	LOC_Os03g48642
3	27736291	27741513	LOC_Os03g48660
3	27762912	27767124	LOC_Os03g48710
3	27768379	27769451	LOC_Os03g48720
3	27772359	27772628	LOC_Os03g48730
3	27775340	27778427	LOC_Os03g48740
3	27779086	27780096	LOC_Os03g48750
3	27783892	27784581	LOC_Os03g48760
3	27788051	27788913	LOC_Os03g48770
3	27790977	27792047	LOC_Os03g48780
3	27812161	27815752	LOC_Os03g48810
3	27815935	27817170	LOC_Os03g48820
3	27820011	27822921	LOC_Os03g48830
3	27823028	27825718	LOC_Os03g48840
3	27826866	27835172	LOC_Os03g48850
3	27836378	27837330	LOC_Os03g48870
3	27838416	27839942	LOC_Os03g48880
3	27843629	27845904	LOC_Os03g48890
3	27846972	27853473	LOC_Os03g48904
3	27854761	27858506	LOC_Os03g48920
3	27858609	27861077	LOC_Os03g48930
3	27861747	27871939	LOC_Os03g48940
3	27877943	27882361	LOC_Os03g48950
3	27883416	27883778	LOC_Os03g48960
3	27890360	27894503	LOC_Os03g48970
3	27918687	27919718	LOC_Os03g49010
3	27923733	27926640	LOC_Os03g49020
3	27943411	27948948	LOC_Os03g49050
3	27955740	27958665	LOC_Os03g49070
3	27983849	27987072	LOC_Os03g49126
3	27987437	27988867	LOC_Os03g49132
3	27989293	27991227	LOC_Os03g49140
3	27997815	28001380	LOC_Os03g49150
3	28003436	28004332	LOC_Os03g49160
3	28008600	28012204	LOC_Os03g49170
3	28014964	28018874	LOC_Os03g49180
3	28021862	28022837	LOC_Os03g49190
3	28023221	28026612	LOC_Os03g49200
3	28029404	28035119	LOC_Os03g49210
3	28035486	28038970	LOC_Os03g49220
3	28039346	28042378	LOC_Os03g49230
3	28043530	28044822	LOC_Os03g49240
3	28045992	28048141	LOC_Os03g49250
3	28049441	28053725	LOC_Os03g49260
3	28054565	28055202	LOC_Os03g49270
3	28058425	28058695	LOC_Os03g49280
3	28061425	28062197	LOC_Os03g49290
3	28064024	28064492	LOC_Os03g49300
3	28069136	28069429	LOC_Os03g49310
3	28091611	28094613	LOC_Os03g49350
3	28094629	28098136	LOC_Os03g49360
3	28106903	28113300	LOC_Os03g49380
3	28116620	28124217	LOC_Os03g49400
3	28125352	28126138	LOC_Os03g49410
3	28128677	28137136	LOC_Os03g49420
3	28138873	28141954	LOC_Os03g49430
3	28143097	28146332	LOC_Os03g49440
3	28149008	28149238	LOC_Os03g49450
3	28151930	28159181	LOC_Os03g49464
3	28160047	28161410	LOC_Os03g49480
3	28163600	28164465	LOC_Os03g49485
3	28164811	28167450	LOC_Os03g49490
3	28169807	28174250	LOC_Os03g49500
3	28180227	28186143	LOC_Os03g49510
3	28186201	28190115	LOC_Os03g49520
3	28193785	28196514	LOC_Os03g49524
3	28219431	28221314	LOC_Os03g49550
3	28224449	28225358	LOC_Os03g49560
3	28229288	28234093	LOC_Os03g49570
3	28236193	28239377	LOC_Os03g49580
3	28239396	28240049	LOC_Os03g49590
3	28240285	28245347	LOC_Os03g49600
3	28248731	28254047	LOC_Os03g49610
3	28254419	28259880	LOC_Os03g49620
3	28260581	28266479	LOC_Os03g49630
3	28269518	28275709	LOC_Os03g49640
3	28292434	28293932	LOC_Os03g49680
3	28294526	28295482	LOC_Os03g49690
3	28297142	28300290	LOC_Os03g49700
3	28301288	28303246	LOC_Os03g49710
3	28304985	28307930	LOC_Os03g49720
3	28308340	28312269	LOC_Os03g49730
3	28312846	28313603	LOC_Os03g49740
3	28314271	28319959	LOC_Os03g49750
3	28329951	28339179	LOC_Os03g49770
3	28345433	28346719	LOC_Os03g49790
3	28358095	28362611	LOC_Os03g49800
3	28363854	28364840	LOC_Os03g49810
3	28371847	28375160	LOC_Os03g49820
3	28390076	28392181	LOC_Os03g49830
3	28399486	28400228	LOC_Os03g49840
3	28407785	28408144	LOC_Os03g49850
3	28409771	28412672	LOC_Os03g49860
3	28428504	28430462	LOC_Os03g49880
3	28445059	28445367	LOC_Os03g49890
3	28448814	28456412	LOC_Os03g49900
3	28465059	28465364	LOC_Os03g49920
3	28466953	28469339	LOC_Os03g49930
3	28470552	28473673	LOC_Os03g49940
3	28474134	28483671	LOC_Os03g49960
3	28492497	28493714	LOC_Os03g49970
3	28512625	28515179	LOC_Os03g49990
3	28533089	28541241	LOC_Os03g50010
3	28548351	28550030	LOC_Os03g50030
3	28551949	28555422	LOC_Os03g50040
3	28556750	28558347	LOC_Os03g50050
3	28560957	28565000	LOC_Os03g50070
3	28565472	28566831	LOC_Os03g50080
3	28572782	28577117	LOC_Os03g50100
3	28585246	28586715	LOC_Os03g50110
3	28588615	28593698	LOC_Os03g50120
3	28594359	28596342	LOC_Os03g50130
3	28598172	28599213	LOC_Os03g50140
3	28599798	28603935	LOC_Os03g50150
3	28604432	28606325	LOC_Os03g50160
3	28627347	28628882	LOC_Os03g50190
3	28631644	28633378	LOC_Os03g50210
3	28632554	28636276	LOC_Os03g50220
3	28638302	28643637	LOC_Os03g50230
3	28645117	28645350	LOC_Os03g50240
3	28647086	28649570	LOC_Os03g50250
3	28649776	28650341	LOC_Os03g50260
3	28651107	28653092	LOC_Os03g50270
3	28655240	28657434	LOC_Os03g50280
3	28663767	28667970	LOC_Os03g50290
3	28671296	28679049	LOC_Os03g50300
3	28686958	28689716	LOC_Os03g50310
3	28690315	28697934	LOC_Os03g50320
3	28700345	28705493	LOC_Os03g50325
3	28708585	28716214	LOC_Os03g50330
3	28719395	28724712	LOC_Os03g50340
3	28730884	28736333	LOC_Os03g50350
3	28740905	28742527	LOC_Os03g50355
3	28744729	28746317	LOC_Os03g50364
3	28746650	28748955	LOC_Os03g50380
3	28750043	28762297	LOC_Os03g50390
3	28763236	28764874	LOC_Os03g50400
3	28766756	28768814	LOC_Os03g50410
3	28769963	28772122	LOC_Os03g50420
3	28774588	28777248	LOC_Os03g50430
3	28781460	28786814	LOC_Os03g50440
3	28795423	28799255	LOC_Os03g50450
3	28804844	28810296	LOC_Os03g50470
3	28813570	28820161	LOC_Os03g50480
3	28822405	28826521	LOC_Os03g50490
3	28830826	28836835	LOC_Os03g50500
3	28839277	28844927	LOC_Os03g50510
3	28846822	28852769	LOC_Os03g50520
3	28852103	28854599	LOC_Os03g50530
3	28855620	28860136	LOC_Os03g50540
3	28861857	28862894	LOC_Os03g50550
3	28869065	28873264	LOC_Os03g50560
3	28875574	28880854	LOC_Os03g50570
3	28882515	28882859	LOC_Os03g50580
3	28890274	28891283	LOC_Os03g50590
3	28896052	28896432	LOC_Os03g50600
3	28900024	28900356	LOC_Os03g50610
3	28901044	28906929	LOC_Os03g50620
3	28913418	28913708	LOC_Os03g50630
3	28916701	28917706	LOC_Os03g50644
3	28954342	28954897	LOC_Os03g50710
3	28957396	28958518	LOC_Os03g50720
3	28959045	28964466	LOC_Os03g50730
3	28977555	28980326	LOC_Os03g50760
3	28988380	28991862	LOC_Os03g50780
3	28996397	28998970	LOC_Os03g50790
3	29008018	29008424	LOC_Os03g50800
3	29015978	29020079	LOC_Os03g50810
3	29028313	29030976	LOC_Os03g50820
3	29031575	29032249	LOC_Os03g50830
3	29039294	29045596	LOC_Os03g50850
3	29052318	29058566	LOC_Os03g50860
3	29064993	29067660	LOC_Os03g50870
3	29067747	29071552	LOC_Os03g50880
3	29073995	29075870	LOC_Os03g50885
3	29090611	29091429	LOC_Os03g50920
3	29100595	29103586	LOC_Os03g50940
3	29110322	29111122	LOC_Os03g50960
3	29126787	29134966	LOC_Os03g50980
3	29135345	29135737	LOC_Os03g50990
3	29137663	29145552	LOC_Os03g51000
3	29150120	29153687	LOC_Os03g51010
3	29157941	29165219	LOC_Os03g51020
3	29168142	29176112	LOC_Os03g51030
3	29180902	29183141	LOC_Os03g51040
3	29185006	29190361	LOC_Os03g51050
3	29191129	29191660	LOC_Os03g51060
3	29200210	29208750	LOC_Os03g51080
3	29209943	29212204	LOC_Os03g51090
3	29216389	29217391	LOC_Os03g51100
3	29236174	29238382	LOC_Os03g51110
3	29260530	29272294	LOC_Os03g51140
3	29272320	29274639	LOC_Os03g51150
3	29275573	29278615	LOC_Os03g51160
3	29281949	29282227	LOC_Os03g51170
3	29282868	29286464	LOC_Os03g51180
3	29291508	29292235	LOC_Os03g51200
3	29292555	29294090	LOC_Os03g51210
3	29296088	29302092	LOC_Os03g51220
3	29312734	29315807	LOC_Os03g51240
3	29315809	29320771	LOC_Os03g51250
3	29323875	29326368	LOC_Os03g51260
3	29326295	29326728	LOC_Os03g51264
3	29328821	29336560	LOC_Os03g51270
3	29370719	29373265	LOC_Os03g51330
3	29376077	29378021	LOC_Os03g51340
3	29386200	29388063	LOC_Os03g51350
3	29397594	29401406	LOC_Os03g51380
3	29401950	29403115	LOC_Os03g51390
3	29411791	29412144	LOC_Os03g51420
3	29421116	29425439	LOC_Os03g51430
3	29426346	29430915	LOC_Os03g51440
3	29432619	29432978	LOC_Os03g51450
3	29448143	29450245	LOC_Os03g51459
3	29451096	29453625	LOC_Os03g51470
3	29454977	29457859	LOC_Os03g51479
3	29456742	29458702	LOC_Os03g51490
3	29458951	29460502	LOC_Os03g51495
3	29462922	29465818	LOC_Os03g51510
3	29467557	29478040	LOC_Os03g51520
3	29479234	29479886	LOC_Os03g51530
3	29486017	29490549	LOC_Os03g51550
3	29492097	29494936	LOC_Os03g51556
3	29512334	29515431	LOC_Os03g51570
3	29516646	29519095	LOC_Os03g51580
3	29520756	29522207	LOC_Os03g51590
3	29526111	29529118	LOC_Os03g51600
3	29535971	29543274	LOC_Os03g51610
3	29543829	29550120	LOC_Os03g51620
3	29556656	29559714	LOC_Os03g51640
3	29560540	29566023	LOC_Os03g51650
3	29583117	29584833	LOC_Os03g51660
3	29585925	29591307	LOC_Os03g51670
3	29592966	29595799	LOC_Os03g51680
3	29596277	29606861	LOC_Os03g51690
3	29624209	29627038	LOC_Os03g51700
3	29626290	29632749	LOC_Os03g51710
3	29636543	29638010	LOC_Os03g51720
3	29660662	29662927	LOC_Os03g51740
3	29676610	29677098	LOC_Os03g51750
3	29685433	29687067	LOC_Os03g51760
3	29705032	29721934	LOC_Os03g51790
3	29724283	29729904	LOC_Os03g51830
3	29730344	29732399	LOC_Os03g51840
3	29741646	29745291	LOC_Os03g51870
3	29745634	29747861	LOC_Os03g51880
3	29749327	29755851	LOC_Os03g51890
3	29774810	29776910	LOC_Os03g51910
3	29784613	29787015	LOC_Os03g51920
3	29788461	29791210	LOC_Os03g51930
3	29794698	29797800	LOC_Os03g51950
3	29798632	29800528	LOC_Os03g51960
3	29823449	29825818	LOC_Os03g51970
3	29827496	29828497	LOC_Os03g51980
3	29828701	29831679	LOC_Os03g51984
3	29836260	29838258	LOC_Os03g51990
3	29838368	29843305	LOC_Os03g52000
3	29844796	29847027	LOC_Os03g52010
3	29852534	29853111	LOC_Os03g52020
3	29854835	29855278	LOC_Os03g52030
3	29858905	29864596	LOC_Os03g52040
3	29871085	29878401	LOC_Os03g52070
3	29883092	29887239	LOC_Os03g52080
3	29889954	29910917	LOC_Os03g52090
3	29927565	29930888	LOC_Os03g52120
3	29931355	29932698	LOC_Os03g52130
3	29932874	29933571	LOC_Os03g52140
3	29937119	29946708	LOC_Os03g52150
3	29948932	29951110	LOC_Os03g52160
3	29950011	29953906	LOC_Os03g52170
3	29956753	29958782	LOC_Os03g52180
3	29976491	29977930	LOC_Os03g52230
3	30002956	30014102	LOC_Os03g52239
3	30013876	30014195	LOC_Os03g52258
3	30022814	30024703	LOC_Os03g52280
3	30026964	30028598	LOC_Os03g52284
3	30032518	30033213	LOC_Os03g52290
3	30034104	30036867	LOC_Os03g52300
3	30045079	30048795	LOC_Os03g52320
3	30058647	30059613	LOC_Os03g52330
3	30062334	30066156	LOC_Os03g52340
3	30070373	30070736	LOC_Os03g52355
3	30071523	30072371	LOC_Os03g52360
3	30074924	30075741	LOC_Os03g52370
3	30076355	30077045	LOC_Os03g52380
3	30078324	30078929	LOC_Os03g52390
3	30080571	30081435	LOC_Os03g52400
3	30082332	30082953	LOC_Os03g52410
3	30083959	30084924	LOC_Os03g52420
3	30085441	30090107	LOC_Os03g52430
3	30094292	30099092	LOC_Os03g52450
3	30099369	30104596	LOC_Os03g52460
3	30109909	30114842	LOC_Os03g52470
3	30115650	30116657	LOC_Os03g52475
3	30119573	30123252	LOC_Os03g52490
3	30124758	30125673	LOC_Os03g52500
3	30149347	30151269	LOC_Os03g52560
3	30151748	30153564	LOC_Os03g52570
3	30156983	30173937	LOC_Os03g52594
3	30179543	30181178	LOC_Os03g52620
3	30181636	30185153	LOC_Os03g52630
3	30188188	30191568	LOC_Os03g52640
3	30192884	30194132	LOC_Os03g52650
3	30197260	30199278	LOC_Os03g52660
3	30197977	30200507	LOC_Os03g52670
3	30203734	30204917	LOC_Os03g52680
3	30206350	30210436	LOC_Os03g52690
3	30215414	30223604	LOC_Os03g52700
3	30224157	30226365	LOC_Os03g52720
3	30228221	30230255	LOC_Os03g52730
3	30235883	30241190	LOC_Os03g52750
3	30244172	30247380	LOC_Os03g52760
3	30248854	30258667	LOC_Os03g52770
3	30258841	30262238	LOC_Os03g52780
3	30262476	30280513	LOC_Os03g52794
3	30293091	30295606	LOC_Os03g52830
3	30299551	30304249	LOC_Os03g52840
3	30305811	30307287	LOC_Os03g52850
3	30315455	30318972	LOC_Os03g52860
3	30319464	30321666	LOC_Os03g52870
3	30325554	30328584	LOC_Os03g52880
3	30332192	30332587	LOC_Os03g52890
3	30349191	30350951	LOC_Os03g52910
3	30355796	30356422	LOC_Os03g52920
3	30368953	30369800	LOC_Os03g52940
3	30375613	30376251	LOC_Os03g52960
3	30381679	30386097	LOC_Os03g52970
3	30386615	30391995	LOC_Os03g52980
3	30392453	30392875	LOC_Os03g52990
3	30395653	30398414	LOC_Os03g53000
3	30401970	30402761	LOC_Os03g53010
3	30406830	30409447	LOC_Os03g53020
3	30410601	30410843	LOC_Os03g53030
3	30422191	30425543	LOC_Os03g53050
3	30430733	30432680	LOC_Os03g53060
3	30436527	30437857	LOC_Os03g53070
3	30440115	30445269	LOC_Os03g53080
3	30449074	30450181	LOC_Os03g53090
3	30451518	30452854	LOC_Os03g53100
3	30453759	30459072	LOC_Os03g53110
3	30476518	30482133	LOC_Os03g53140
3	30480660	30483331	LOC_Os03g53150
3	30487407	30488271	LOC_Os03g53160
3	30502405	30507088	LOC_Os03g53170
3	30507533	30507991	LOC_Os03g53180
3	30513856	30516672	LOC_Os03g53190
3	30517536	30520559	LOC_Os03g53200
3	30519650	30521125	LOC_Os03g53210
3	30532043	30535512	LOC_Os03g53230
3	30543903	30544914	LOC_Os03g53240
3	30548807	30553733	LOC_Os03g53250
3	30558188	30558598	LOC_Os03g53260
3	30560706	30563692	LOC_Os03g53270
3	30564184	30582044	LOC_Os03g53280
3	30593465	30596059	LOC_Os03g53300
3	30596382	30599551	LOC_Os03g53310
3	30602885	30603235	LOC_Os03g53320
3	30603964	30607164	LOC_Os03g53340
3	30609984	30611450	LOC_Os03g53350
3	30613949	30616157	LOC_Os03g53360
3	30625185	30626284	LOC_Os03g53380
3	30632873	30636506	LOC_Os03g53390
3	30639022	30640147	LOC_Os03g53400
3	30641482	30645206	LOC_Os03g53410
3	30645521	30646201	LOC_Os03g53419
3	30659867	30660655	LOC_Os03g53440
3	30661834	30663061	LOC_Os03g53450
3	30665224	30665604	LOC_Os03g53470
3	30666668	30668850	LOC_Os03g53480
3	30689440	30693101	LOC_Os03g53510
3	30694332	30696037	LOC_Os03g53520
3	30700684	30700992	LOC_Os03g53524
3	30701238	30704661	LOC_Os03g53530
3	30707829	30708737	LOC_Os03g53540
3	30723319	30725615	LOC_Os03g53580
3	30726913	30733522	LOC_Os03g53590
3	30736467	30740258	LOC_Os03g53600
3	30740857	30741767	LOC_Os03g53610
3	30743107	30743972	LOC_Os03g53620
3	30747354	30755128	LOC_Os03g53630
3	30755791	30757510	LOC_Os03g53640
3	30760004	30763963	LOC_Os03g53650
3	30764586	30773947	LOC_Os03g53660
3	30777720	30781832	LOC_Os03g53670
3	30787620	30787850	LOC_Os03g53680
3	30788422	30789523	LOC_Os03g53690
3	30791616	30797021	LOC_Os03g53700
3	30796483	30798275	LOC_Os03g53710
3	30803314	30807417	LOC_Os03g53720
3	30807648	30808709	LOC_Os03g53730
3	30809029	30810138	LOC_Os03g53740
3	30810265	30814716	LOC_Os03g53750
3	30825413	30828133	LOC_Os03g53770
3	30830441	30831935	LOC_Os03g53780
3	30835598	30838177	LOC_Os03g53790
3	30851706	30857333	LOC_Os03g53800
3	30875922	30876765	LOC_Os03g53845
3	30883050	30888041	LOC_Os03g53860
3	30890100	30899911	LOC_Os03g53880
3	30900069	30902209	LOC_Os03g53890
3	30901299	30903035	LOC_Os03g53900
3	30903859	30907128	LOC_Os03g53910
3	30910865	30919482	LOC_Os03g53920
3	30920685	30921906	LOC_Os03g53930
3	30927223	30929823	LOC_Os03g53950
3	30935586	30943007	LOC_Os03g53960
3	30943651	30946078	LOC_Os03g53970
3	30949716	30950766	LOC_Os03g53980
3	30954503	30959361	LOC_Os03g53990
3	30959598	30963774	LOC_Os03g54000
3	30981039	30984626	LOC_Os03g54040
3	30989897	30991939	LOC_Os03g54050
3	30994449	30996882	LOC_Os03g54063
3	30999151	30999504	LOC_Os03g54070
3	31004724	31009782	LOC_Os03g54084
3	31009978	31013940	LOC_Os03g54091
3	31014827	31017449	LOC_Os03g54100
3	31019976	31022670	LOC_Os03g54114
3	31023379	31025227	LOC_Os03g54130
3	31027479	31032567	LOC_Os03g54150
3	31031146	31041569	LOC_Os03g54160
3	31048351	31055019	LOC_Os03g54170
3	31064103	31065817	LOC_Os03g54190
3	31077576	31079901	LOC_Os03g54200
3	31081384	31081851	LOC_Os03g54210
3	31082636	31087238	LOC_Os03g54220
3	31091207	31091683	LOC_Os03g54230
3	31094255	31097656	LOC_Os03g54240
3	31124547	31126654	LOC_Os03g54750
3	31130170	31133670	LOC_Os03g54760
3	31134469	31139712	LOC_Os03g54770
3	31140050	31148974	LOC_Os03g54780
3	31149795	31155283	LOC_Os03g54790
3	31165686	31166681	LOC_Os03g54820
3	31168549	31169010	LOC_Os03g54830
3	31173386	31174892	LOC_Os03g54840
3	31176590	31179207	LOC_Os03g54850
3	31180590	31190830	LOC_Os03g54860
3	31191408	31194381	LOC_Os03g54870
3	31197434	31198029	LOC_Os03g54880
3	31203316	31205407	LOC_Os03g54890
3	31207084	31212471	LOC_Os03g54900
3	31216401	31218822	LOC_Os03g54910
3	31220669	31223726	LOC_Os03g54920
3	31225515	31231916	LOC_Os03g54930
3	31250526	31253251	LOC_Os03g54970
3	31255952	31259409	LOC_Os03g54980
3	31281994	31284676	LOC_Os03g55010
3	31288887	31289093	LOC_Os03g55014
3	31292068	31293554	LOC_Os03g55020
3	31294497	31297158	LOC_Os03g55030
3	31297244	31297934	LOC_Os03g55034
3	31298866	31301009	LOC_Os03g55040
3	31302708	31305227	LOC_Os03g55050
3	31315805	31318395	LOC_Os03g55070
3	31323190	31326926	LOC_Os03g55080
3	31332396	31339163	LOC_Os03g55090
3	31343308	31343613	LOC_Os03g55094
3	31344934	31350836	LOC_Os03g55100
3	31354550	31358207	LOC_Os03g55110
3	31359355	31360474	LOC_Os03g55120
3	31378060	31381637	LOC_Os03g55130
3	31382291	31387192	LOC_Os03g55140
3	31388383	31390881	LOC_Os03g55150
3	31391390	31399050	LOC_Os03g55164
3	31399258	31402343	LOC_Os03g55180
3	31410884	31413346	LOC_Os03g55200
3	31414514	31417417	LOC_Os03g55210
3	31422049	31426851	LOC_Os03g55220
3	31436331	31437955	LOC_Os03g55230
3	31440748	31446119	LOC_Os03g55240
3	31448617	31449816	LOC_Os03g55250
3	31453545	31455662	LOC_Os03g55260
3	31454981	31458898	LOC_Os03g55270
3	31460384	31463608	LOC_Os03g55280
3	31464840	31465625	LOC_Os03g55290
3	31468683	31469627	LOC_Os03g55300
3	31469919	31471769	LOC_Os03g55310
3	31472097	31474885	LOC_Os03g55320
3	31476238	31480062	LOC_Os03g55330
3	31480148	31483288	LOC_Os03g55340
3	31487940	31490885	LOC_Os03g55350
3	31495921	31500606	LOC_Os03g55360
3	31501474	31502394	LOC_Os03g55370
3	31503703	31507753	LOC_Os03g55380
3	31508811	31514460	LOC_Os03g55389
3	31517358	31518883	LOC_Os03g55400
3	31526726	31528307	LOC_Os03g55410
3	31530776	31533526	LOC_Os03g55420
3	31537854	31538849	LOC_Os03g55430
3	31539473	31541134	LOC_Os03g55440
3	31542945	31544653	LOC_Os03g55450
3	31548248	31550751	LOC_Os03g55460
3	31553921	31558338	LOC_Os03g55470
3	31566050	31570477	LOC_Os03g55490
3	31591627	31591938	LOC_Os03g55510
3	31597158	31599809	LOC_Os03g55530
3	31604952	31606236	LOC_Os03g55540
3	31608575	31611506	LOC_Os03g55550
3	31612405	31619547	LOC_Os03g55560
3	31622869	31630121	LOC_Os03g55570
3	31643337	31646161	LOC_Os03g55590
3	31652694	31658253	LOC_Os03g55600
3	31662275	31663961	LOC_Os03g55610
3	31674568	31678720	LOC_Os03g55620
3	31680942	31681824	LOC_Os03g55630
3	31682043	31685057	LOC_Os03g55640
3	31686264	31686554	LOC_Os03g55645
3	31688239	31688691	LOC_Os03g55650
3	31689501	31694312	LOC_Os03g55660
3	31694802	31696758	LOC_Os03g55670
3	31697683	31698950	LOC_Os03g55680
3	31715956	31721892	LOC_Os03g55704
3	31725102	31725900	LOC_Os03g55720
3	31725971	31732265	LOC_Os03g55730
3	31732515	31733054	LOC_Os03g55734
3	31735440	31736253	LOC_Os03g55740
3	31745620	31747450	LOC_Os03g55750
3	31749469	31755282	LOC_Os03g55760
3	31756008	31756262	LOC_Os03g55770
3	31757959	31758807	LOC_Os03g55776
3	31759194	31762974	LOC_Os03g55784
3	31764987	31766985	LOC_Os03g55800
3	31775960	31776523	LOC_Os03g55810
3	31778271	31781418	LOC_Os03g55820
3	31785149	31788502	LOC_Os03g55830
3	31787577	31789204	LOC_Os03g55840
3	31790477	31793356	LOC_Os03g55850
3	31802310	31804183	LOC_Os03g55870
3	31819698	31820959	LOC_Os03g55874
3	31824273	31824695	LOC_Os03g55880
3	31825506	31829685	LOC_Os03g55890
3	31840138	31844491	LOC_Os03g55920
3	31845364	31847238	LOC_Os03g55930
3	31849312	31849926	LOC_Os03g55940
3	31853872	31857938	LOC_Os03g55950
3	31858500	31859454	LOC_Os03g55960
3	31860449	31863401	LOC_Os03g55970
3	31867211	31867926	LOC_Os03g55980
3	31869147	31871521	LOC_Os03g55990
3	31874975	31876571	LOC_Os03g56000
3	31885075	31885614	LOC_Os03g56010
3	31888363	31896406	LOC_Os03g56020
3	31898052	31900228	LOC_Os03g56030
3	31921933	31925513	LOC_Os03g56050
3	31930541	31934624	LOC_Os03g56060
3	31942580	31945141	LOC_Os03g56070
3	31947140	31947589	LOC_Os03g56080
3	31952889	31954629	LOC_Os03g56090
3	31959611	31962981	LOC_Os03g56100
3	31964582	31970527	LOC_Os03g56110
3	31974048	31974518	LOC_Os03g56120
3	31976170	31980853	LOC_Os03g56130
3	31986702	31991788	LOC_Os03g56140
3	32008400	32010658	LOC_Os03g56160
3	32012089	32012475	LOC_Os03g56170
3	32013216	32015250	LOC_Os03g56180
3	32017644	32019548	LOC_Os03g56190
3	32019572	32021185	LOC_Os03g56200
3	32027891	32029915	LOC_Os03g56220
3	32034665	32040934	LOC_Os03g56234
